condition,p_semantic,p_social,rep,period,repertoire_size,max_level,mean_score
social,0.0,0.9,1,1,6,3,87.0
social,0.0,0.9,1,2,6,3,88.2
social,0.0,0.9,1,3,6,3,90.0
social,0.0,0.9,1,4,6,3,90.0
social,0.0,0.9,1,5,6,3,90.0
social,0.0,0.9,1,6,6,3,88.2
social,0.0,0.9,1,7,6,3,90.0
social,0.0,0.9,1,8,7,3,105.0
social,0.0,0.9,1,9,8,4,117.6
social,0.0,0.9,1,10,8,4,120.0
social,0.0,0.9,1,11,9,5,287.5
social,0.0,0.9,1,12,10,5,512.2
social,0.0,0.9,1,13,12,6,550.0
social,0.0,0.9,1,14,12,6,550.0
social,0.0,0.9,1,15,13,6,565.8
social,0.0,0.9,1,16,13,6,945.0
social,0.0,0.9,1,17,13,6,945.0
social,0.0,0.9,1,18,13,6,945.0
social,0.0,0.9,1,19,14,6,950.4
social,0.0,0.9,1,20,14,6,960.0
social,0.0,0.9,1,21,15,6,1012.9
social,0.0,0.9,1,22,15,6,1053.5
social,0.0,0.9,1,23,16,7,1211.2
social,0.0,0.9,1,24,17,7,1323.9
social,0.0,0.9,1,25,17,7,1722.7
social,0.0,0.9,1,26,17,7,1672.2
social,0.0,0.9,1,27,17,7,1693.4
social,0.0,0.9,1,28,19,7,1737.6
social,0.0,0.9,1,29,19,7,2067.4
social,0.0,0.9,1,30,20,7,2339.0
social,0.0,0.9,1,31,20,7,2391.7
social,0.0,0.9,1,32,20,7,2274.6
social,0.0,0.9,1,33,20,7,2299.6
social,0.0,0.9,1,34,21,8,2641.3
social,0.0,0.9,1,35,22,8,2886.1
social,0.0,0.9,1,36,22,8,2963.2
social,0.0,0.9,1,37,22,8,3397.0
social,0.0,0.9,1,38,23,8,4369.0
social,0.0,0.9,1,39,23,8,4483.8
social,0.0,0.9,1,40,23,8,4513.0
social,0.0,0.9,1,41,23,8,4474.9
social,0.0,0.9,1,42,24,8,4532.1
social,0.0,0.9,1,43,25,8,4623.2
social,0.0,0.9,1,44,25,8,5419.6
social,0.0,0.9,1,45,25,8,5627.3
social,0.0,0.9,1,46,25,8,5755.0
social,0.0,0.9,1,47,26,8,6073.5
social,0.0,0.9,1,48,26,8,6210.0
social,0.0,0.9,1,49,27,8,6737.5
social,0.0,0.9,1,50,27,8,6602.7
social,0.0,0.9,1,51,27,8,6638.7
social,0.0,0.9,1,52,27,8,6656.7
social,0.0,0.9,1,53,27,8,6739.9
social,0.0,0.9,1,54,27,8,6772.4
social,0.0,0.9,1,55,27,8,6844.8
social,0.0,0.9,1,56,27,8,6875.0
social,0.0,0.9,1,57,27,8,6875.0
social,0.0,0.9,1,58,27,8,6875.0
social,0.0,0.9,1,59,27,8,6875.0
social,0.0,0.9,1,60,28,8,6820.0
social,0.0,0.9,1,61,28,8,6712.5
social,0.0,0.9,1,62,28,8,6692.3
social,0.0,0.9,1,63,28,8,6362.0
social,0.0,0.9,1,64,28,8,6107.1
social,0.0,0.9,1,65,28,8,5858.4
social,0.0,0.9,1,66,29,8,6766.4
social,0.0,0.9,1,67,29,8,6695.1
social,0.0,0.9,1,68,29,8,7151.7
social,0.0,0.9,1,69,29,8,7041.5
social,0.0,0.9,1,70,29,8,7237.2
social,0.0,0.9,1,71,29,8,7058.5
social,0.0,0.9,1,72,30,8,7465.9
social,0.0,0.9,1,73,30,8,7929.4
social,0.0,0.9,1,74,30,8,7912.1
social,0.0,0.9,1,75,30,8,8132.5
social,0.0,0.9,1,76,30,8,8190.0
social,0.0,0.9,1,77,30,8,8147.0
social,0.0,0.9,1,78,30,8,8312.6
social,0.0,0.9,1,79,30,8,8532.7
social,0.0,0.9,1,80,30,8,8589.9
social,0.0,0.9,1,81,30,8,8599.9
social,0.0,0.9,1,82,30,8,8525.9
social,0.0,0.9,1,83,30,8,8644.3
social,0.0,0.9,1,84,30,8,8848.9
social,0.0,0.9,1,85,30,8,8616.1
social,0.0,0.9,1,86,30,8,8276.9
social,0.0,0.9,1,87,30,8,8394.4
social,0.0,0.9,1,88,31,8,9034.9
social,0.0,0.9,1,89,31,8,9460.2
social,0.0,0.9,1,90,31,8,9383.5
social,0.0,0.9,1,91,31,8,9002.9
social,0.0,0.9,1,92,31,8,8839.2
social,0.0,0.9,1,93,31,8,8834.2
social,0.0,0.9,1,94,31,8,8754.7
social,0.0,0.9,1,95,31,8,8703.1
social,0.0,0.9,1,96,31,8,8456.0
social,0.0,0.9,1,97,31,8,8230.6
social,0.0,0.9,1,98,31,8,8090.3
social,0.0,0.9,1,99,31,8,8042.7
social,0.0,0.9,1,100,31,8,8413.7
social,0.0,0.9,1,101,31,8,8529.3
social,0.0,0.9,1,102,31,8,8382.9
social,0.0,0.9,1,103,31,8,8472.8
social,0.0,0.9,1,104,31,8,8686.3
social,0.0,0.9,1,105,31,8,8713.7
social,0.0,0.9,1,106,31,8,8806.4
social,0.0,0.9,1,107,31,8,8661.5
social,0.0,0.9,1,108,31,8,8586.5
social,0.0,0.9,1,109,31,8,8258.3
social,0.0,0.9,1,110,31,8,8075.0
social,0.0,0.9,1,111,31,8,7799.4
social,0.0,0.9,1,112,31,8,8031.3
social,0.0,0.9,1,113,31,8,8395.3
social,0.0,0.9,1,114,31,8,8917.2
social,0.0,0.9,1,115,31,8,8861.1
social,0.0,0.9,1,116,31,8,8721.9
social,0.0,0.9,1,117,31,8,8885.1
social,0.0,0.9,1,118,31,8,8955.5
social,0.0,0.9,1,119,31,8,9023.0
social,0.0,0.9,1,120,31,8,9226.8
social,0.0,0.9,1,121,31,8,9388.5
social,0.0,0.9,1,122,31,8,9562.6
social,0.0,0.9,1,123,31,8,9575.0
social,0.0,0.9,1,124,31,8,9383.5
social,0.0,0.9,1,125,31,8,9385.9
social,0.0,0.9,1,126,31,8,9227.3
social,0.0,0.9,1,127,31,8,8950.1
social,0.0,0.9,1,128,31,8,8699.0
social,0.0,0.9,1,129,31,8,8563.5
social,0.0,0.9,1,130,31,8,8484.1
social,0.0,0.9,1,131,31,8,8551.2
social,0.0,0.9,1,132,31,8,8617.2
social,0.0,0.9,1,133,31,8,8789.6
social,0.0,0.9,1,134,31,8,9163.4
social,0.0,0.9,1,135,31,8,8619.0
social,0.0,0.9,1,136,31,8,8596.4
social,0.0,0.9,1,137,31,8,8084.4
social,0.0,0.9,1,138,31,8,7903.6
social,0.0,0.9,1,139,31,8,7850.2
social,0.0,0.9,1,140,31,8,8045.3
social,0.0,0.9,1,141,31,8,8062.2
social,0.0,0.9,1,142,31,8,8427.7
social,0.0,0.9,1,143,31,8,8664.9
social,0.0,0.9,1,144,31,8,8893.0
social,0.0,0.9,1,145,31,8,8780.2
social,0.0,0.9,1,146,31,8,8588.5
social,0.0,0.9,1,147,31,8,8463.9
social,0.0,0.9,1,148,31,8,8709.2
social,0.0,0.9,1,149,31,8,8814.0
social,0.0,0.9,1,150,31,8,8933.8
social,0.0,0.9,2,0,0,0,0.0
social,0.0,0.9,2,1,4,1,53.4
social,0.0,0.9,2,2,5,2,75.0
social,0.0,0.9,2,3,6,3,89.7
social,0.0,0.9,2,4,7,3,105.0
social,0.0,0.9,2,5,7,3,105.0
social,0.0,0.9,2,6,7,3,105.0
social,0.0,0.9,2,7,8,3,116.7
social,0.0,0.9,2,8,8,3,120.0
social,0.0,0.9,2,9,8,3,120.0
social,0.0,0.9,2,10,8,3,120.0
social,0.0,0.9,2,11,8,3,120.0
social,0.0,0.9,2,12,8,3,120.0
social,0.0,0.9,2,13,8,3,120.0
social,0.0,0.9,2,14,8,3,120.0
social,0.0,0.9,2,15,8,3,120.0
social,0.0,0.9,2,16,8,3,120.0
social,0.0,0.9,2,17,8,3,120.0
social,0.0,0.9,2,18,8,3,120.0
social,0.0,0.9,2,19,9,4,129.6
social,0.0,0.9,2,20,9,4,132.3
social,0.0,0.9,2,21,9,4,134.7
social,0.0,0.9,2,22,10,5,149.7
social,0.0,0.9,2,23,10,5,150.0
social,0.0,0.9,2,24,10,5,144.0
social,0.0,0.9,2,25,10,5,145.8
social,0.0,0.9,2,26,10,5,147.0
social,0.0,0.9,2,27,10,5,147.0
social,0.0,0.9,2,28,10,5,147.0
social,0.0,0.9,2,29,10,5,135.0
social,0.0,0.9,2,30,10,5,145.2
social,0.0,0.9,2,31,10,5,144.0
social,0.0,0.9,2,32,10,5,139.8
social,0.0,0.9,2,33,10,5,143.1
social,0.0,0.9,2,34,10,5,138.0
social,0.0,0.9,2,35,10,5,137.1
social,0.0,0.9,2,36,10,5,130.5
social,0.0,0.9,2,37,10,5,142.8
social,0.0,0.9,2,38,10,5,141.0
social,0.0,0.9,2,39,10,5,127.8
social,0.0,0.9,2,40,12,5,195.1
social,0.0,0.9,2,41,12,5,224.3
social,0.0,0.9,2,42,12,5,230.0
social,0.0,0.9,2,43,13,6,333.5
social,0.0,0.9,2,44,14,6,666.4
social,0.0,0.9,2,45,14,6,672.4
social,0.0,0.9,2,46,14,6,680.0
social,0.0,0.9,2,47,16,7,1219.0
social,0.0,0.9,2,48,17,7,1554.8
social,0.0,0.9,2,49,19,8,1999.1
social,0.0,0.9,2,50,19,8,2915.5
social,0.0,0.9,2,51,20,8,3468.0
social,0.0,0.9,2,52,20,8,3541.4
social,0.0,0.9,2,53,20,8,3615.4
social,0.0,0.9,2,54,20,8,3663.1
social,0.0,0.9,2,55,20,8,3478.0
social,0.0,0.9,2,56,21,8,4165.9
social,0.0,0.9,2,57,21,8,4239.3
social,0.0,0.9,2,58,21,8,4242.1
social,0.0,0.9,2,59,21,8,4033.0
social,0.0,0.9,2,60,21,8,4122.3
social,0.0,0.9,2,61,21,8,4114.6
social,0.0,0.9,2,62,21,8,3897.3
social,0.0,0.9,2,63,21,8,3864.2
social,0.0,0.9,2,64,21,8,3828.3
social,0.0,0.9,2,65,21,8,3984.0
social,0.0,0.9,2,66,21,8,4093.2
social,0.0,0.9,2,67,22,8,4051.6
social,0.0,0.9,2,68,22,8,3884.9
social,0.0,0.9,2,69,23,8,4398.5
social,0.0,0.9,2,70,23,8,4568.4
social,0.0,0.9,2,71,23,8,4657.6
social,0.0,0.9,2,72,23,8,4565.8
social,0.0,0.9,2,73,23,8,4478.6
social,0.0,0.9,2,74,24,8,5174.2
social,0.0,0.9,2,75,24,8,5554.1
social,0.0,0.9,2,76,25,8,6566.5
social,0.0,0.9,2,77,25,8,6369.6
social,0.0,0.9,2,78,25,8,6241.4
social,0.0,0.9,2,79,25,8,6163.5
social,0.0,0.9,2,80,25,8,6447.3
social,0.0,0.9,2,81,25,8,6399.9
social,0.0,0.9,2,82,26,8,6933.9
social,0.0,0.9,2,83,26,8,7001.0
social,0.0,0.9,2,84,27,8,7255.5
social,0.0,0.9,2,85,27,8,7263.8
social,0.0,0.9,2,86,28,8,7376.6
social,0.0,0.9,2,87,28,8,7704.6
social,0.0,0.9,2,88,28,8,7744.7
social,0.0,0.9,2,89,28,8,7764.6
social,0.0,0.9,2,90,29,8,7787.6
social,0.0,0.9,2,91,29,8,7575.1
social,0.0,0.9,2,92,29,8,7338.1
social,0.0,0.9,2,93,29,8,7544.5
social,0.0,0.9,2,94,29,8,7543.3
social,0.0,0.9,2,95,29,8,7745.7
social,0.0,0.9,2,96,29,8,7382.2
social,0.0,0.9,2,97,29,8,7406.1
social,0.0,0.9,2,98,29,8,7255.4
social,0.0,0.9,2,99,29,8,7169.3
social,0.0,0.9,2,100,29,8,7368.7
social,0.0,0.9,2,101,29,8,7067.5
social,0.0,0.9,2,102,29,8,6769.0
social,0.0,0.9,2,103,29,8,6674.2
social,0.0,0.9,2,104,29,8,6784.7
social,0.0,0.9,2,105,29,8,7154.5
social,0.0,0.9,2,106,29,8,7548.8
social,0.0,0.9,2,107,29,8,7246.3
social,0.0,0.9,2,108,29,8,7448.4
social,0.0,0.9,2,109,29,8,7388.7
social,0.0,0.9,2,110,29,8,7378.4
social,0.0,0.9,2,111,29,8,7582.4
social,0.0,0.9,2,112,29,8,7481.1
social,0.0,0.9,2,113,29,8,7564.7
social,0.0,0.9,2,114,29,8,7702.6
social,0.0,0.9,2,115,29,8,7947.1
social,0.0,0.9,2,116,29,8,7585.6
social,0.0,0.9,2,117,29,8,7299.5
social,0.0,0.9,2,118,29,8,7130.5
social,0.0,0.9,2,119,30,8,7144.3
social,0.0,0.9,2,120,30,8,7291.5
social,0.0,0.9,2,121,30,8,7436.3
social,0.0,0.9,2,122,30,8,7582.7
social,0.0,0.9,2,123,30,8,7831.0
social,0.0,0.9,2,124,30,8,7800.8
social,0.0,0.9,2,125,30,8,7715.9
social,0.0,0.9,2,126,30,8,7491.3
social,0.0,0.9,2,127,30,8,7635.4
social,0.0,0.9,2,128,30,8,7719.5
social,0.0,0.9,2,129,30,8,7737.9
social,0.0,0.9,2,130,30,8,7639.1
social,0.0,0.9,2,131,30,8,7440.4
social,0.0,0.9,2,132,30,8,7476.7
social,0.0,0.9,2,133,30,8,7032.9
social,0.0,0.9,2,134,30,8,7305.0
social,0.0,0.9,2,135,30,8,6535.6
social,0.0,0.9,2,136,30,8,6837.7
social,0.0,0.9,2,137,30,8,7060.7
social,0.0,0.9,2,138,30,8,7432.9
social,0.0,0.9,2,139,30,8,7488.9
social,0.0,0.9,2,140,30,8,7154.9
social,0.0,0.9,2,141,30,8,6477.9
social,0.0,0.9,2,142,30,8,6664.1
social,0.0,0.9,2,143,30,8,7238.9
social,0.0,0.9,2,144,30,8,7680.6
social,0.0,0.9,2,145,30,8,7591.0
social,0.0,0.9,2,146,30,8,7363.2
social,0.0,0.9,2,147,30,8,7386.3
social,0.0,0.9,2,148,30,8,7658.8
social,0.0,0.9,2,149,30,8,7790.3
social,0.0,0.9,2,150,30,8,7760.8
social,0.0,0.9,3,0,0,0,0.0
social,0.0,0.9,3,1,3,1,45.0
social,0.0,0.9,3,2,4,2,60.0
social,0.0,0.9,3,3,6,3,90.0
social,0.0,0.9,3,4,6,3,90.0
social,0.0,0.9,3,5,7,4,105.0
social,0.0,0.9,3,6,7,4,105.0
social,0.0,0.9,3,7,7,4,105.0
social,0.0,0.9,3,8,7,4,105.0
social,0.0,0.9,3,9,8,4,114.0
social,0.0,0.9,3,10,9,4,135.0
social,0.0,0.9,3,11,9,4,135.0
social,0.0,0.9,3,12,9,4,135.0
social,0.0,0.9,3,13,9,4,135.0
social,0.0,0.9,3,14,10,4,146.7
social,0.0,0.9,3,15,12,5,251.6
social,0.0,0.9,3,16,12,5,539.0
social,0.0,0.9,3,17,12,5,541.7
social,0.0,0.9,3,18,12,5,550.0
social,0.0,0.9,3,19,12,5,528.0
social,0.0,0.9,3,20,12,5,532.8
social,0.0,0.9,3,21,12,5,539.0
social,0.0,0.9,3,22,12,5,530.4
social,0.0,0.9,3,23,12,5,542.0
social,0.0,0.9,3,24,12,5,528.0
social,0.0,0.9,3,25,12,5,532.8
social,0.0,0.9,3,26,12,5,539.0
social,0.0,0.9,3,27,12,5,530.7
social,0.0,0.9,3,28,12,5,527.1
social,0.0,0.9,3,29,13,6,514.1
social,0.0,0.9,3,30,13,6,525.8
social,0.0,0.9,3,31,13,6,536.2
social,0.0,0.9,3,32,13,6,545.1
social,0.0,0.9,3,33,13,6,518.6
social,0.0,0.9,3,34,14,6,535.9
social,0.0,0.9,3,35,15,7,747.3
social,0.0,0.9,3,36,15,7,800.0
social,0.0,0.9,3,37,16,7,1360.9
social,0.0,0.9,3,38,17,7,1658.2
social,0.0,0.9,3,39,18,8,1780.9
social,0.0,0.9,3,40,19,8,2108.0
social,0.0,0.9,3,41,19,8,2580.7
social,0.0,0.9,3,42,19,8,2501.2
social,0.0,0.9,3,43,19,8,2542.6
social,0.0,0.9,3,44,21,8,3788.6
social,0.0,0.9,3,45,21,8,3670.7
social,0.0,0.9,3,46,21,8,3680.4
social,0.0,0.9,3,47,21,8,3798.1
social,0.0,0.9,3,48,21,8,3829.0
social,0.0,0.9,3,49,21,8,3855.5
social,0.0,0.9,3,50,21,8,3905.0
social,0.0,0.9,3,51,21,8,3826.9
social,0.0,0.9,3,52,22,8,4306.0
social,0.0,0.9,3,53,22,8,4496.7
social,0.0,0.9,3,54,22,8,4518.7
social,0.0,0.9,3,55,22,8,4504.3
social,0.0,0.9,3,56,22,8,4398.8
social,0.0,0.9,3,57,22,8,4473.5
social,0.0,0.9,3,58,22,8,4664.7
social,0.0,0.9,3,59,22,8,4625.6
social,0.0,0.9,3,60,23,8,5106.8
social,0.0,0.9,3,61,24,9,6079.8
social,0.0,0.9,3,62,24,9,5843.2
social,0.0,0.9,3,63,24,9,5980.3
social,0.0,0.9,3,64,24,9,5838.3
social,0.0,0.9,3,65,24,9,5647.3
social,0.0,0.9,3,66,24,9,5782.6
social,0.0,0.9,3,67,25,9,6232.9
social,0.0,0.9,3,68,25,9,6652.6
social,0.0,0.9,3,69,25,9,6476.8
social,0.0,0.9,3,70,25,9,6503.2
social,0.0,0.9,3,71,25,9,6742.3
social,0.0,0.9,3,72,25,9,6949.3
social,0.0,0.9,3,73,26,9,6695.5
social,0.0,0.9,3,74,26,9,6929.4
social,0.0,0.9,3,75,26,9,6660.6
social,0.0,0.9,3,76,26,9,6850.5
social,0.0,0.9,3,77,28,9,8236.8
social,0.0,0.9,3,78,28,9,8398.3
social,0.0,0.9,3,79,29,9,9228.6
social,0.0,0.9,3,80,29,9,9484.9
social,0.0,0.9,3,81,29,9,9749.5
social,0.0,0.9,3,82,29,9,9662.5
social,0.0,0.9,3,83,30,9,9649.8
social,0.0,0.9,3,84,30,9,10477.5
social,0.0,0.9,3,85,30,9,10606.3
social,0.0,0.9,3,86,30,9,10179.3
social,0.0,0.9,3,87,30,9,10367.1
social,0.0,0.9,3,88,30,9,10594.6
social,0.0,0.9,3,89,30,9,10864.5
social,0.0,0.9,3,90,30,9,10405.8
social,0.0,0.9,3,91,31,9,10727.1
social,0.0,0.9,3,92,31,9,10671.6
social,0.0,0.9,3,93,32,9,11370.9
social,0.0,0.9,3,94,32,9,12010.9
social,0.0,0.9,3,95,32,9,12271.7
social,0.0,0.9,3,96,32,9,12371.6
social,0.0,0.9,3,97,32,9,12420.1
social,0.0,0.9,3,98,32,9,11968.1
social,0.0,0.9,3,99,32,9,12224.9
social,0.0,0.9,3,100,32,9,12072.1
social,0.0,0.9,3,101,33,9,12233.0
social,0.0,0.9,3,102,33,9,12832.5
social,0.0,0.9,3,103,33,9,12087.7
social,0.0,0.9,3,104,33,9,12098.3
social,0.0,0.9,3,105,33,9,12443.7
social,0.0,0.9,3,106,33,9,13041.1
social,0.0,0.9,3,107,33,9,12882.9
social,0.0,0.9,3,108,33,9,13001.5
social,0.0,0.9,3,109,33,9,13143.8
social,0.0,0.9,3,110,33,9,12954.9
social,0.0,0.9,3,111,33,9,12699.3
social,0.0,0.9,3,112,33,9,12819.0
social,0.0,0.9,3,113,33,9,12481.5
social,0.0,0.9,3,114,33,9,13145.6
social,0.0,0.9,3,115,33,9,12831.0
social,0.0,0.9,3,116,33,9,12589.9
social,0.0,0.9,3,117,33,9,13016.9
social,0.0,0.9,3,118,33,9,13514.3
social,0.0,0.9,3,119,33,9,13177.5
social,0.0,0.9,3,120,33,9,13567.3
social,0.0,0.9,3,121,33,9,13796.4
social,0.0,0.9,3,122,34,9,14247.0
social,0.0,0.9,3,123,34,9,14760.0
social,0.0,0.9,3,124,34,9,14760.0
social,0.0,0.9,3,125,34,9,14169.6
social,0.0,0.9,3,126,34,9,14176.6
social,0.0,0.9,3,127,34,9,13970.1
social,0.0,0.9,3,128,34,9,13360.3
social,0.0,0.9,3,129,34,9,13347.7
social,0.0,0.9,3,130,35,9,13549.2
social,0.0,0.9,3,131,35,9,11849.1
social,0.0,0.9,3,132,35,9,12166.6
social,0.0,0.9,3,133,35,9,11821.9
social,0.0,0.9,3,134,36,9,12854.4
social,0.0,0.9,3,135,37,9,14084.5
social,0.0,0.9,3,136,37,9,14306.3
social,0.0,0.9,3,137,37,9,14217.1
social,0.0,0.9,3,138,37,9,13909.3
social,0.0,0.9,3,139,37,9,13486.1
social,0.0,0.9,3,140,37,9,13031.9
social,0.0,0.9,3,141,37,9,13416.5
social,0.0,0.9,3,142,37,9,13757.9
social,0.0,0.9,3,143,37,9,14005.5
social,0.0,0.9,3,144,37,9,14605.8
social,0.0,0.9,3,145,37,9,14430.9
social,0.0,0.9,3,146,37,9,14780.9
social,0.0,0.9,3,147,37,9,14916.9
social,0.0,0.9,3,148,37,9,14492.2
social,0.0,0.9,3,149,37,9,14569.1
social,0.0,0.9,3,150,37,9,14152.2
social,0.0,0.9,4,0,0,0,0.0
social,0.0,0.9,4,1,7,3,81.0
social,0.0,0.9,4,2,7,3,105.0
social,0.0,0.9,4,3,8,3,120.0
social,0.0,0.9,4,4,9,4,132.9
social,0.0,0.9,4,5,9,4,135.0
social,0.0,0.9,4,6,9,4,135.0
social,0.0,0.9,4,7,10,5,149.7
social,0.0,0.9,4,8,10,5,150.0
social,0.0,0.9,4,9,10,5,150.0
social,0.0,0.9,4,10,10,5,150.0
social,0.0,0.9,4,11,10,5,150.0
social,0.0,0.9,4,12,10,5,150.0
social,0.0,0.9,4,13,10,5,150.0
social,0.0,0.9,4,14,10,5,147.0
social,0.0,0.9,4,15,10,5,149.4
social,0.0,0.9,4,16,10,5,150.0
social,0.0,0.9,4,17,10,5,150.0
social,0.0,0.9,4,18,10,5,150.0
social,0.0,0.9,4,19,10,5,150.0
social,0.0,0.9,4,20,10,5,147.0
social,0.0,0.9,4,21,10,5,150.0
social,0.0,0.9,4,22,10,5,150.0
social,0.0,0.9,4,23,10,5,147.0
social,0.0,0.9,4,24,10,5,146.7
social,0.0,0.9,4,25,10,5,150.0
social,0.0,0.9,4,26,10,5,147.0
social,0.0,0.9,4,27,10,5,144.0
social,0.0,0.9,4,28,10,5,149.7
social,0.0,0.9,4,29,10,5,138.0
social,0.0,0.9,4,30,10,5,132.9
social,0.0,0.9,4,31,10,5,141.9
social,0.0,0.9,4,32,10,5,140.4
social,0.0,0.9,4,33,10,5,138.0
social,0.0,0.9,4,34,10,5,142.8
social,0.0,0.9,4,35,10,5,134.1
social,0.0,0.9,4,36,10,5,144.9
social,0.0,0.9,4,37,10,5,129.0
social,0.0,0.9,4,38,10,5,138.9
social,0.0,0.9,4,39,10,5,133.8
social,0.0,0.9,4,40,10,5,144.6
social,0.0,0.9,4,41,10,5,146.7
social,0.0,0.9,4,42,10,5,149.7
social,0.0,0.9,4,43,10,5,150.0
social,0.0,0.9,4,44,10,5,150.0
social,0.0,0.9,4,45,10,5,150.0
social,0.0,0.9,4,46,10,5,150.0
social,0.0,0.9,4,47,10,5,147.0
social,0.0,0.9,4,48,10,5,150.0
social,0.0,0.9,4,49,10,5,147.0
social,0.0,0.9,4,50,10,5,146.4
social,0.0,0.9,4,51,10,5,149.7
social,0.0,0.9,4,52,10,5,150.0
social,0.0,0.9,4,53,10,5,150.0
social,0.0,0.9,4,54,10,5,150.0
social,0.0,0.9,4,55,10,5,147.0
social,0.0,0.9,4,56,10,5,146.7
social,0.0,0.9,4,57,10,5,144.0
social,0.0,0.9,4,58,10,5,149.7
social,0.0,0.9,4,59,10,5,150.0
social,0.0,0.9,4,60,10,5,144.0
social,0.0,0.9,4,61,10,5,146.4
social,0.0,0.9,4,62,10,5,134.7
social,0.0,0.9,4,63,10,5,145.2
social,0.0,0.9,4,64,10,5,143.7
social,0.0,0.9,4,65,10,5,143.7
social,0.0,0.9,4,66,10,5,146.7
social,0.0,0.9,4,67,10,5,143.7
social,0.0,0.9,4,68,10,5,146.7
social,0.0,0.9,4,69,10,5,141.0
social,0.0,0.9,4,70,10,5,135.0
social,0.0,0.9,4,71,10,5,140.1
social,0.0,0.9,4,72,10,5,146.7
social,0.0,0.9,4,73,10,5,132.0
social,0.0,0.9,4,74,10,5,145.8
social,0.0,0.9,4,75,10,5,146.7
social,0.0,0.9,4,76,10,5,143.4
social,0.0,0.9,4,77,10,5,142.8
social,0.0,0.9,4,78,10,5,150.0
social,0.0,0.9,4,79,10,5,147.0
social,0.0,0.9,4,80,10,5,146.7
social,0.0,0.9,4,81,11,5,161.1
social,0.0,0.9,4,82,11,5,164.4
social,0.0,0.9,4,83,11,5,161.7
social,0.0,0.9,4,84,11,5,164.1
social,0.0,0.9,4,85,11,5,158.4
social,0.0,0.9,4,86,11,5,163.8
social,0.0,0.9,4,87,11,5,165.0
social,0.0,0.9,4,88,11,5,165.0
social,0.0,0.9,4,89,11,5,165.0
social,0.0,0.9,4,90,11,5,151.8
social,0.0,0.9,4,91,12,5,360.9
social,0.0,0.9,4,92,13,5,534.1
social,0.0,0.9,4,93,14,6,610.4
social,0.0,0.9,4,94,14,6,643.7
social,0.0,0.9,4,95,14,6,663.2
social,0.0,0.9,4,96,14,6,629.3
social,0.0,0.9,4,97,15,7,704.1
social,0.0,0.9,4,98,15,7,817.9
social,0.0,0.9,4,99,15,7,862.2
social,0.0,0.9,4,100,15,7,880.1
social,0.0,0.9,4,101,15,7,823.4
social,0.0,0.9,4,102,15,7,782.1
social,0.0,0.9,4,103,15,7,802.1
social,0.0,0.9,4,104,15,7,848.5
social,0.0,0.9,4,105,15,7,859.2
social,0.0,0.9,4,106,15,7,835.2
social,0.0,0.9,4,107,15,7,828.5
social,0.0,0.9,4,108,15,7,817.6
social,0.0,0.9,4,109,16,7,1204.0
social,0.0,0.9,4,110,16,7,1241.1
social,0.0,0.9,4,111,18,7,1824.0
social,0.0,0.9,4,112,19,7,2363.7
social,0.0,0.9,4,113,20,7,2716.7
social,0.0,0.9,4,114,21,7,2960.7
social,0.0,0.9,4,115,22,8,3517.3
social,0.0,0.9,4,116,22,8,3604.8
social,0.0,0.9,4,117,23,8,4238.7
social,0.0,0.9,4,118,23,8,4214.9
social,0.0,0.9,4,119,23,8,4264.0
social,0.0,0.9,4,120,24,8,4876.4
social,0.0,0.9,4,121,24,8,4853.1
social,0.0,0.9,4,122,24,8,4930.7
social,0.0,0.9,4,123,25,8,5499.4
social,0.0,0.9,4,124,25,8,5640.0
social,0.0,0.9,4,125,25,8,5181.8
social,0.0,0.9,4,126,25,8,5263.1
social,0.0,0.9,4,127,25,8,5396.1
social,0.0,0.9,4,128,25,8,5534.0
social,0.0,0.9,4,129,25,8,5384.3
social,0.0,0.9,4,130,26,8,6147.5
social,0.0,0.9,4,131,26,8,6018.0
social,0.0,0.9,4,132,27,8,6724.2
social,0.0,0.9,4,133,27,8,7076.8
social,0.0,0.9,4,134,27,8,6668.9
social,0.0,0.9,4,135,28,8,7396.1
social,0.0,0.9,4,136,28,8,7439.8
social,0.0,0.9,4,137,29,8,7380.3
social,0.0,0.9,4,138,29,8,7272.4
social,0.0,0.9,4,139,29,8,7403.6
social,0.0,0.9,4,140,29,8,7582.1
social,0.0,0.9,4,141,29,8,7755.6
social,0.0,0.9,4,142,30,8,8085.8
social,0.0,0.9,4,143,30,8,7674.6
social,0.0,0.9,4,144,30,8,7815.6
social,0.0,0.9,4,145,30,8,8062.8
social,0.0,0.9,4,146,30,8,7971.0
social,0.0,0.9,4,147,30,8,8044.4
social,0.0,0.9,4,148,31,8,7615.0
social,0.0,0.9,4,149,31,8,7827.0
social,0.0,0.9,4,150,31,8,8034.1
social,0.0,0.9,5,0,0,0,0.0
social,0.0,0.9,5,1,4,1,59.7
social,0.0,0.9,5,2,4,1,60.0
social,0.0,0.9,5,3,5,2,74.7
social,0.0,0.9,5,4,6,3,85.8
social,0.0,0.9,5,5,6,3,90.0
social,0.0,0.9,5,6,6,3,90.0
social,0.0,0.9,5,7,6,3,90.0
social,0.0,0.9,5,8,6,3,90.0
social,0.0,0.9,5,9,6,3,90.0
social,0.0,0.9,5,10,6,3,90.0
social,0.0,0.9,5,11,6,3,90.0
social,0.0,0.9,5,12,8,4,112.8
social,0.0,0.9,5,13,8,4,120.0
